17524	56150	39818	14407	43044	41610	32081	41022	28591	28901	24226	43636	59227	26538	51227	35518
17598	59696	42230	14583	44294	43820	33472	41625	28813	29309	24430	43820	59844	27278	52997	36317
17852	60143	41902	14751	45023	43470	33030	42482	28893	29583	24466	44988	60839	27169	54110	37137
17318	57279	40947	14391	42450	42705	32619	40696	28062	28869	24160	42657	58111	26755	52225	35403
17270	57033	40711	14383	42578	42089	32158	40245	27751	28016	23699	42498	57142	26628	51005	35495
17555	58937	40521	14477	43786	42979	32236	41733	28394	29128	24013	44073	59314	26896	51835	36008
17335	58195	40711	14306	42689	42593	32197	40711	28131	28116	24025	43404	59227	27075	51160	35426
18072	65285	44483	14840	46624	46362	34561	44141	29684	29383	25289	47483	66528	28622	57443	38198
17637	61178	42011	14485	43619	43603	32659	41473	28039	28998	24304	44761	61676	27609	54432	36437
17845	60656	41902	14612	44883	43553	32749	42609	28527	29014	24460	45829	61645	27432	54858	36938
17798	62151	41949	14604	45218	45006	32769	43125	28606	28789	24184	46049	61865	27520	53669	37099
17270	56763	39804	14242	41933	41337	30806	39804	26875	27454	23108	42737	56521	26399	50349	35334
17280	56548	39412	14211	42151	41427	30779	40217	27119	27155	23136	43470	57443	26358	50198	35449
17377	58280	40274	14280	42769	42198	31289	40755	27300	27842	23431	43904	58139	26656	51204	35633
17321	57943	40303	14298	42898	42609	31418	41276	27256	27699	23274	43887	57554	26454	50960	35668
18057	64084	43636	14819	46718	45254	33061	43736	28386	28910	24304	46850	63120	27955	57142	38356
17885	63483	43603	14695	46233	45023	32889	42818	28162	28085	23954	45902	62794	27887	55757	37795
17812	62535	42995	14511	44936	44141	32043	41733	27557	28162	23762	45006	61302	27774	54757	37451
17744	61333	42245	14662	45254	43719	31956	42657	27535	28270	23659	45775	60233	27315	55087	37641
17225	56071	39747	14219	42136	40594	30485	40102	26310	26691	22955	43586	56176	26441	51699	35680
17252	57859	40159	14290	42689	41856	30397	40318	26365	26607	22685	43371	56709	26482	51027	36126
17042	56388	39150	14052	41367	40217	29819	39123	25951	26434	22467	42498	55549	26194	50457	34950
16971	56044	39789	14122	40947	40667	30110	39054	25626	25891	22610	42120	54707	26337	51115	34793
17584	59696	41964	14475	44587	43125	31832	42562	27068	27061	23613	46012	59198	27249	54632	36950
17517	61271	42042	14404	44918	44226	31615	42073	27054	27432	23235	45076	59373	27176	53791	37025
17687	60444	42482	14546	45200	43454	31823	42689	26953	27955	23308	45902	59431	27278	54707	37476
17531	61834	42450	14412	44107	43404	31409	41595	26776	26804	23353	45254	60870	27483	54732	37025
17694	62214	42898	14588	45361	44346	32052	43753	27271	27278	23642	47367	61333	27940	56203	37629
17584	62826	42818	14428	45165	44518	31861	42609	27263	27227	23448	46104	61960	27781	54732	37237
16968	56335	39663	14087	41291	40594	29625	39123	25270	25751	22186	42293	54557	26269	50916	35254
17820	65390	43174	14622	46418	45486	31502	43338	27018	27126	23169	47059	62342	27925	56097	38356
17708	62761	42818	14482	46233	45094	31577	41810	27220	27417	23286	46812	62471	27842	55266	37899
16884	42578	38237	13920	40318	40535	28223	25891	25092	25765	21745	42277	54682	25580	49352	35152
14012	15215	32520	13633	27804	38810	25884	10574	24286	24539	21750	41980	52550	22478	49540	35096
11874	10401	29031	12849	19535	34256	24916	7229.9	24491	23919	22425	44311	46793	20237	50327	35130
8346.9	6242	21666	9859	9733.2	15320	19712	4275.3	23197	22803	21921	43803	26635	14898	34062	31502
7516.6	5421.1	19518	8734.1	7633.6	10686	17647	3733.2	23488	23064	22452	47078	23130	12671	26228	29441
6332.3	4579.8	15000	6896.7	5530.4	6463.9	13366	3052.9	21538	21266	20729	46325	16541	8122.8	14391	23978
5871	4276.4	13177	6184.2	4909.6	5327.1	11360	2776.1	19356	19678	19319	43028	14054	6596.1	11271	21314
5376.8	4029.1	10980	5187.9	4343	4326.7	8928.6	2594.6	16410	16262	17177	40844	11318	4756.8	8018.2	18605
5189.3	3973.5	10135	4765.1	4180.4	4071.6	8127.5	2604.5	14922	14687	16541	41810	10319	4263.2	7190.5	17838
4876.8	3921.8	8783.2	4156.9	3979.4	3748.9	6765	2444.2	11569	11431	14283	39109	8973.7	3856.6	6326.2	16805
4729.4	3891.7	8147.4	3895.9	3876.5	3627.6	6219.8	2361.9	10135	10116	13189	37149	8420.1	3725.6	6006.5	16060
4560.8	3880.7	7225.9	3551.2	3744.8	3514.5	5439.4	2277.2	7941.4	7963.1	11360	34321	7623.9	3616.7	5735	15374
4476.6	3901.2	6830	3404.4	3701.4	3446.3	5070.2	2256.5	7155.3	7202.6	10498	32909	7325	3580.9	5647.3	14994
4340	3914.9	6182.5	3204	3647.9	3400.7	4523.7	2169.6	5977.2	6161.5	9019.2	30197	6888	3571.6	5476.9	14551
4351.1	3969.7	5967.4	3153.6	3665.8	3413.3	4331.3	2157.9	5595.7	5642	8404.2	29870	6785.6	3623.1	5511.7	14676
4239.3	4028	5479.1	3004.4	3577.9	3383.4	3985.8	2080	5005.3	5020.1	7104.5	26248	6496.9	3659.3	5419	14180
4161.4	3987.4	5189.3	2927.7	3564.3	3338	3814	2025.1	4733.2	4687.2	6534.6	24503	6310.6	3614.7	5317.1	13885
4067.8	4032.3	4846.2	2831.5	3528	3332.9	3597.5	1971.4	4436.6	4449.1	5628.2	21641	6094.6	3644.4	5231.3	13662
3984.8	4002	4644	2759	3456.2	3286.8	3474.3	1929.8	4263.2	4289.7	5183.1	19879	5963.4	3635.5	5138	13269
3952.6	4065.6	4421.1	2696.1	3433	3286.8	3348.1	1927.3	4087	4041	4523.1	17726	5877.4	3693.3	5113.2	13184
3940.9	4142.9	4367.5	2706.3	3451.9	3334.8	3342.2	1941.7	4070	4003.1	4290.2	17075	5897.4	3767.8	5165	13310
3883.3	4144	4130.1	2642.7	3438.2	3309.1	3249.7	1935.7	3944.1	3914.4	3908.6	15444	5859.1	3819.7	5190.7	13218
3812	4089.7	3959	2578	3394.6	3272.2	3147.8	1871.4	3798.5	3877	3685.8	14183	5719.5	3783.6	5117.4	12864
3758.1	4119.6	3794.9	2546.4	3411	3253.3	3096.8	1876.6	3722.5	3704.9	3406.3	12910	5702.5	3824.9	5121.5	12746
3801.1	4197.9	3759.1	2557.7	3482.8	3325.1	3132.1	1904.5	3738.2	3830.6	3396	12829	5795.1	3909.1	5236.9	13046
3759.1	4249.5	3624.1	2522.9	3491.4	3321.9	3081.3	1907	3684.8	3632	3203.5	11737	5848.8	3954.8	5227.1	12908
3716	4231.3	3518.8	2475.3	3476.6	3304.1	3027.7	1866.5	3590.2	3711.4	3118.5	11082	5777.9	3947.3	5225	12774
3687.8	4259.2	3411.4	2458.1	3493.4	3302.3	2983.7	1881.3	3545.8	3478.1	2971.1	10322	5831.3	3999.8	5185.1	12827
