16951	56309	38783	14037	42403	41246	29921	40462	25587	25798	22166	43223	56282	26065	51249	35483
17349	60323	41037	14293	43703	43012	31105	41871	26011	26559	22862	45343	58879	27300	54808	36827
17290	59520	40419	14293	44226	42866	30923	42120	26330	26783	22841	45289	59461	26840	54159	36778
17601	64800	43125	14561	46344	45594	32294	43044	26882	27003	23213	46122	62471	27872	57224	38172
17552	63916	41949	14532	45594	45076	31861	43770	26882	27140	23197	47367	62214	27572	56071	38237
17055	58678	39509	14142	42562	41733	30153	40535	25646	26194	22228	43904	57142	26448	52341	36067
17099	57859	40346	14165	42834	41933	30779	40638	25457	26005	22321	43273	55420	26406	52808	36079
16994	57971	39384	14145	42514	41887	29964	40174	25489	25811	21967	42995	56176	26235	51316	36031
16871	57915	39917	14079	41717	41733	30397	39733	25366	25765	22269	42721	55939	26461	52341	35610
16580	53645	37425	13829	40711	39705	29177	39054	25092	25483	21686	41595	53476	25418	48960	34397
16792	55575	38015	13932	41051	39974	29088	38689	24972	25444	21528	41610	54060	25705	50027	34782
16798	57471	39551	13992	41687	42026	30521	40031	25758	26072	22384	42578	56256	26441	51204	35220
16881	57803	39747	14057	41717	41458	30258	39607	25476	25600	22274	42737	56388	26413	52341	35668
17174	60504	40947	14247	43921	43653	31114	41367	26112	26649	22504	44175	57554	26911	53500	36583
17232	59256	41081	14332	43669	42530	31032	41641	25771	25824	22515	44743	56844	26684	54357	37137
16921	58479	39917	14155	42245	42578	30636	40608	25758	26126	22488	43371	56309	26705	52879	35564
17025	58139	40031	14087	43109	42482	30433	40245	25951	25857	22145	42818	56548	26496	51585	35961
17008	58027	39789	14153	42963	41980	30424	40404	25679	26303	22222	43207	56123	26358	52879	36055
16944	57251	39412	14054	42403	41595	30214	40564	25765	25937	22415	43770	56495	26358	52714	35657
16645	54085	38251	13868	40888	39874	29574	39095	24897	25143	21780	41825	52433	25496	49730	34528
16619	54909	38080	13829	41096	40419	29218	38649	24947	25476	21391	41231	52974	25600	48816	34727
16924	59082	39988	14022	41856	42058	30214	39663	25496	25897	22279	43077	57006	26727	53021	35622
17031	58851	39495	13999	42324	42183	29896	39959	25574	25653	22099	43703	56548	26572	51721	35949
17662	65320	42324	14443	45847	45630	31605	42882	26896	27220	23097	47463	62535	28123	56736	38224
17591	64525	42230	14540	46233	45361	31671	43586	26868	27256	22857	46718	61364	27506	56602	38146
17391	63120	41995	14438	45378	45006	31530	43109	26510	26776	22744	46325	59844	27271	55627	37950
17471	63219	41825	14339	44971	44432	30896	41503	26180	26351	22478	45165	59520	27498	55112	37821
16908	58621	39860	14002	41918	42026	30119	40116	25386	25745	22233	43553	56709	26663	52902	35575
16921	58252	40116	14027	42530	42183	30345	40375	25745	25844	22207	43437	57033	26566	51995	35680
17318	62087	40844	14308	44022	43044	30354	41306	25831	26454	22279	45041	58621	27054	55214	37161
16828	56709	38635	13952	42073	41276	29466	40245	25289	25418	21750	43125	55291	26058	51160	35472
